gene_family,study_id,paper_short,organism,n_unique_source_proteins,source_protein_keys,mapped_wp_accessions,representative_protein_names,evidence_metric_examples,mapping_methods,candidate_set,product,module_bin,fox_status,best_rank,consensus_rank_pct_mean,diazotroph_pct_mean,n_member_genomes,n_member_proteins,nif_or_nitrogenase_audit
GF_01411,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R3921,WP_012410273.1,LivG; Molybdate-transporting ATPase.,Log2 Ratio (Heterocyst/Filaments)=0.016876821711208377; Variability [%]=6.36208339528066; Peptide Pair Count=3;2 | Log2 Ratio (Heterocyst/Filaments)=0.016876821711208377; Variability [%]=6.36208339528066; Peptide Pair Count=3;2,old_locus_tag,Highly Pure,ABC transporter ATP-binding protein,Transport,Novel/uncertain candidate,,,0.9393939393939394,66,66,False
GF_01413,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_R2751,WP_012409282.1,CysJ; Ferredoxin--NADP(+) reductase.,Log2 Ratio (Heterocyst/Filaments)=-0.17554249317785392; Variability [%]=34.6493802064226; Peptide Pair Count=10;14,old_locus_tag,Highly Pure,ferredoxin--NADP reductase,O2 protection & redox homeostasis,FOX-consistent support function (plausible rediscovery),,,1.0,51,51,False
GF_01416,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F3466,WP_041566257.1,fabG 3-oxoacyl-[acyl-carrier protein] reductase,Log2 Ratio (Heterocyst/Filaments)=0.8078446939640019; Variability [%]=17.4591470873185; Peptide Pair Count=4;3 | 24h Log2 Ratio (Het/Fil) (Present study)=0.8078446939640019; Variability [%]=17.4591470873185; Peptide Pair Count=4;3; Steady state Log2 ratio [7]=0.4907852163574689,old_locus_tag,Highly Pure,SDR family oxidoreductase,Other / unassigned,Novel/uncertain candidate,,,1.0,45,45,False
GF_01429,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F5549,WP_012411798.1,hoxR; Rubredoxin-type Fe(Cys)4 protein,Log2 Ratio (Heterocyst/Filaments)=-0.03927644476919707; Variability [%]=21.5980519867062; Peptide Pair Count=3;1 | 24h Log2 Ratio (Het/Fil) (Present study)=-0.03927644476919707; Variability [%]=21.5980519867062; Peptide Pair Count=3;1; Steady state Log2 ratio [7]=1.1350788302732613,old_locus_tag,Highly Pure,rubredoxin,O2 protection & redox homeostasis,Novel/uncertain candidate,,,0.9830508474576272,59,59,False
GF_01430,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R4351,WP_012410687.1,pgm; Phosphoglycerate mutase; 2;3-bispho,Log2 Ratio (Heterocyst/Filaments)=-0.6214389437122814; Variability [%]=42.4340200337155; Peptide Pair Count=2;1 | 24h Log2 Ratio (Het/Fil) (Present study)=-0.6214389437122814; Variability [%]=42.4340200337155; Peptide Pair Count=2;1; Steady state Log2 ratio [7]=-1.0557672063718173,old_locus_tag,Highly Pure,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase,Other / unassigned,Novel/uncertain candidate,,,0.9824561403508772,57,57,False
GF_01445,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_4019,WP_009543891.1,50S ribosomal protein L22,Two-way ANOVA p value nitrate=2.18274534301148e-06; Two-way ANOVA p value lightordark=0.144723294867253; Two-way ANOVA p value Interaction=0.783076745616493; D-_avgLFQ=25.8725666999817; D+_avgLFQ=27.4116220474243; L-_avgLFQ=26.1139497756958; L+_avgLFQ=27.759325504303; D-_D+(logFC)=-1.5390553474425985; L-_L+(logFC)=-1.645375728607199,old_locus_tag,,,,,,,,,,
GF_01445,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_5059,WP_041933381.1,ref|YP_003890221.1| 50S ribosomal protein L22 [Cyanothece sp. PCC 7822],CT_D0=1.16686378953267; CT_D3=1.140085011; CT_L0=1.33022369260526; CT_L3=1.48242303441561,old_locus_tag,,,,,,,,,,
GF_01446,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_3293,WP_011612746.1,Tery_3293 dapL LL-diaminopimelate aminotransferase apoenzyme (EC 2.6.1.83) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=39.69; max=49.79@0h; min=31.3@14h; dynamic_range=18.49,old_locus_tag,Model-Supported,LL-diaminopimelate aminotransferase,Other / unassigned,Novel/uncertain candidate,177.0,0.6483253588516746,0.4675925925925926,216,216,False
GF_01446,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_2605,WP_009544705.1,LL-diaminopimelate aminotransferase,Two-way ANOVA p value nitrate=9.05064645178281e-05; Two-way ANOVA p value lightordark=0.712708501572733; Two-way ANOVA p value Interaction=0.180864199121656; D-_avgLFQ=27.7400522232056; D+_avgLFQ=27.1935534477234; L-_avgLFQ=27.8715529441833; L+_avgLFQ=26.9670300483704; D-_D+(logFC)=0.546498775482199; L-_L+(logFC)=0.9045228958128995,old_locus_tag,Model-Supported,LL-diaminopimelate aminotransferase,Other / unassigned,Novel/uncertain candidate,177.0,0.6483253588516746,0.4675925925925926,216,216,False
GF_01446,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R3615,WP_012409982.1,Aspartate transaminase.,Log2 Ratio (Heterocyst/Filaments)=-2.53339077880139; Variability [%]=0.196416196126408; Peptide Pair Count=6;3 | 24h Log2 Ratio (Het/Fil) (Present study)=-2.53339077880139; Variability [%]=0.196416196126408; Peptide Pair Count=6;3; Steady state Log2 ratio [7]=2.9307455024866154,old_locus_tag,Model-Supported,LL-diaminopimelate aminotransferase,Other / unassigned,Novel/uncertain candidate,177.0,0.6483253588516746,0.4675925925925926,216,216,False
GF_01446,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_1964,WP_013322053.1,ref|YP_003887222.1| LL-diaminopimelate aminotransferase [Cyanothece sp. PCC 7822],CT_D0=1.31338418953267; CT_D3=1.213016526; CT_L0=1.24351079460526; CT_L3=1.34968401741561,old_locus_tag,Model-Supported,LL-diaminopimelate aminotransferase,Other / unassigned,Novel/uncertain candidate,177.0,0.6483253588516746,0.4675925925925926,216,216,False
GF_01448,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_2891,WP_011612420.1,Tery_2891 hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=0.06486; max=0.9081@23h; min=0@0h; dynamic_range=0.9081,old_locus_tag,Model-Supported,DUF4327 family protein,Stress / membrane / uncharacterized,Novel/uncertain candidate,55.0,0.6164274322169059,0.8275862068965517,87,87,False
GF_01449,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_4522,WP_011613826.1,Tery_4522 ispG 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (EC 1.17.4.3) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=17.38; max=21.61@9h; min=13@20h; dynamic_range=8.614,old_locus_tag,Model-Supported,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,Other / unassigned,Novel/uncertain candidate,454.0,0.1218102073365231,0.3374233128834356,326,326,False
GF_01449,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_2312,WP_009544989.1,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin),Two-way ANOVA p value nitrate=0.000494061520615091; Two-way ANOVA p value lightordark=0.63022627408221; Two-way ANOVA p value Interaction=0.38203156293199; D-_avgLFQ=26.5375022888184; D+_avgLFQ=26.1451821327209; L-_avgLFQ=26.6815843582153; L+_avgLFQ=26.1026754379272; D-_D+(logFC)=0.3923201560974974; L-_L+(logFC)=0.5789089202881001,old_locus_tag,Model-Supported,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,Other / unassigned,Novel/uncertain candidate,454.0,0.1218102073365231,0.3374233128834356,326,326,False
GF_01449,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_1548,WP_013321647.1,ref|YP_003886815.1| 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase [Cyanothece sp. PCC 7822],CT_D0=1.28910767353267; CT_D3=0.883590919; CT_L0=1.03718580360526; CT_L3=1.90971113141561,old_locus_tag,Model-Supported,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,Other / unassigned,Novel/uncertain candidate,454.0,0.1218102073365231,0.3374233128834356,326,326,False
GF_01456,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R4381,WP_012410716.1,RpsQ; Ribosomal protein S17,Log2 Ratio (Heterocyst/Filaments)=0.32510117997084914; Variability [%]=17.2086131393296; Peptide Pair Count=1;3 | 24h Log2 Ratio (Het/Fil) (Present study)=0.32510117997084914; Variability [%]=17.2086131393296; Peptide Pair Count=1;3; Steady state Log2 ratio [7]=-1.4720890477065232,old_locus_tag,Model-Supported,30S ribosomal protein S17,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),86.0,0.7045454545454546,0.4010989010989011,182,182,False
GF_01457,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R0672,WP_041565888.1,trxr; Thioredoxin reductase,Log2 Ratio (Heterocyst/Filaments)=-0.7544281208160273; Variability [%]=24.6420133040823; Peptide Pair Count=1;1 | 24h Log2 Ratio (Het/Fil) (Present study)=-0.7544281208160273; Variability [%]=24.6420133040823; Peptide Pair Count=1;1; Steady state Log2 ratio [7]=-1.8667576215199466,old_locus_tag,Highly Pure,thioredoxin-disulfide reductase,O2 protection & redox homeostasis,FOX-consistent support function (plausible rediscovery),,,0.9629629629629628,54,54,False
GF_01458,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_2787,WP_044137539.1,Tery_2787 Ferritin and Dps [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=37.01; max=51.74@0h; min=24.13@13h; dynamic_range=27.62,old_locus_tag,Model-Supported,bacterioferritin,Other / unassigned,Novel/uncertain candidate,43.0,0.5885167464114832,0.7978723404255319,94,94,False
GF_01460,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_0262,WP_011610141.1,Tery_0262 rplL LSU ribosomal protein L12P [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=32.54; max=66.65@9h; min=19.05@18h; dynamic_range=47.6,old_locus_tag,Model-Supported,50S ribosomal protein L7/L12,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),134.0,0.5677830940988836,0.4532374100719424,139,139,False
GF_01460,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0223,WP_009546720.1,50S ribosomal protein L7/L12,Two-way ANOVA p value nitrate=0.546554653202845; Two-way ANOVA p value lightordark=0.0159847189048076; Two-way ANOVA p value Interaction=0.321528691279751; D-_avgLFQ=31.861430644989; D+_avgLFQ=31.613983631134; L-_avgLFQ=31.2877044677734; L+_avgLFQ=31.3495531082153; D-_D+(logFC)=0.24744701385499823; L-_L+(logFC)=-0.06184864044190164,old_locus_tag,Model-Supported,50S ribosomal protein L7/L12,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),134.0,0.5677830940988836,0.4532374100719424,139,139,False
GF_01460,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_2718,WP_013322790.1,ref|YP_003887960.1| 50S ribosomal protein L7/L12 [Cyanothece sp. PCC 7822],CT_D0=1.06512348553267; CT_D3=1.14723835; CT_L0=1.41581941560526; CT_L3=1.49141427741561,old_locus_tag,Model-Supported,50S ribosomal protein L7/L12,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),134.0,0.5677830940988836,0.4532374100719424,139,139,False
GF_01463,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_F0430,WP_012407235.1,"LeuA; Homocitrate synthase, nifV, T",Log2 Ratio (Heterocyst/Filaments)=3.1579709133923317; Variability [%]=41.5027062933104; Peptide Pair Count=1;2,old_locus_tag,Highly Pure,homocitrate synthase,Other / unassigned,Novel/uncertain candidate,,,0.9838709677419356,62,62,False
GF_01465,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_F0065,WP_012406895.1,MetH; 5-methyltetrahydrofolate--homocyst,Log2 Ratio (Heterocyst/Filaments)=-1.7538924424370077; Variability [%]=19.2606122108992; Peptide Pair Count=2;3,old_locus_tag,Highly Pure,methionine synthase,Other / unassigned,Novel/uncertain candidate,,,0.9705882352941176,68,68,False
GF_01466,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_0882,WP_011610675.1,Tery_0882 argG argininosuccinate synthase (EC 6.3.4.5) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=108.4; max=132.8@20h; min=88.97@6h; dynamic_range=43.84,old_locus_tag,Model-Supported,argininosuccinate synthase,Other / unassigned,Novel/uncertain candidate,39.0,0.3349282296650718,0.8021978021978022,91,91,False
GF_01466,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R5563,WP_012411812.1,argG; Argininosuccinate synthase,Log2 Ratio (Heterocyst/Filaments)=-2.4700238594189594; Variability [%]=6.67963532464658; Peptide Pair Count=4;4 | 24h Log2 Ratio (Het/Fil) (Present study)=-2.4700238594189594; Variability [%]=6.67963532464658; Peptide Pair Count=4;4; Steady state Log2 ratio [7]=-1.305876059703712,old_locus_tag,Model-Supported,argininosuccinate synthase,Other / unassigned,Novel/uncertain candidate,39.0,0.3349282296650718,0.8021978021978022,91,91,False
GF_01472,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F1821,WP_012408499.1,CphB; Peptidase S51; dipeptidase E,Log2 Ratio (Heterocyst/Filaments)=-2.797177007684572; Variability [%]=2.76620892874112; Peptide Pair Count=2;1 | 24h Log2 Ratio (Het/Fil) (Present study)=-2.797177007684572; Variability [%]=2.76620892874112; Peptide Pair Count=2;1; Steady state Log2 ratio [7]=-1.4499141903109727,old_locus_tag,Highly Pure,cyanophycinase,Other / unassigned,Novel/uncertain candidate,,,0.9583333333333334,48,48,False
GF_01476,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_3729,WP_011613116.1,Tery_3729 rpsR SSU ribosomal protein S18P [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=13.57; max=21.9@12h; min=8.043@13h; dynamic_range=13.86,old_locus_tag,,,,,,,,,,
GF_01477,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_0752,WP_011610574.1,Tery_0752 ureC urease. Metallo peptidase. MEROPS family M38 [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=4.008; max=7.743@1h; min=0@6h; dynamic_range=7.743,old_locus_tag,Model-Supported,urease subunit alpha,Other / unassigned,Novel/uncertain candidate,123.0,0.5211323763955342,0.4656862745098039,204,204,False
GF_01479,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_4442,WP_011613752.1,Tery_4442 GTP-binding protein TypA [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=37.3; max=52.44@4h; min=25.44@1h; dynamic_range=26.99,old_locus_tag,Model-Supported,translational GTPase TypA,Other / unassigned,Novel/uncertain candidate,278.0,0.242822966507177,0.4144486692015209,263,263,False
GF_01479,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_1679,WP_009544477.1,50S ribosomal subunit assembly factor BipA,Two-way ANOVA p value nitrate=0.000105593592152271; Two-way ANOVA p value lightordark=0.0943199107011428; Two-way ANOVA p value Interaction=0.265770414318298; D-_avgLFQ=26.7874274253845; D+_avgLFQ=25.3063035011292; L-_avgLFQ=26.9282984733582; L+_avgLFQ=25.9536366462708; D-_D+(logFC)=1.4811239242553; L-_L+(logFC)=0.9746618270873988,old_locus_tag,Model-Supported,translational GTPase TypA,Other / unassigned,Novel/uncertain candidate,278.0,0.242822966507177,0.4144486692015209,263,263,False
GF_01479,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F0974,WP_012407727.1,TypA_BipA; Small GTP-binding protein dom,Log2 Ratio (Heterocyst/Filaments)=-0.1594803546098382; Variability [%]=26.972339867642; Peptide Pair Count=3;4 | Log2 Ratio (Heterocyst/Filaments)=-0.1594803546098382; Variability [%]=26.972339867642; Peptide Pair Count=3;4,old_locus_tag,Model-Supported,translational GTPase TypA,Other / unassigned,Novel/uncertain candidate,278.0,0.242822966507177,0.4144486692015209,263,263,False
GF_01479,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_5390,WP_013325305.1,ref|YP_003890542.1| GTP-binding protein TypA [Cyanothece sp. PCC 7822],CT_D0=1.24191923453267; CT_D3=1.114715598; CT_L0=1.22239000460526; CT_L3=1.54057069041561,old_locus_tag,Model-Supported,translational GTPase TypA,Other / unassigned,Novel/uncertain candidate,278.0,0.242822966507177,0.4144486692015209,263,263,False
GF_01483,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F2780,WP_012409307.1,conserved hypothetical protein,Log2 Ratio (Heterocyst/Filaments)=0.922127603976435; Variability [%]=7.57999231170547; Peptide Pair Count=3;2 | 24h Log2 Ratio (Het/Fil) (Present study)=0.922127603976435; Variability [%]=7.57999231170547; Peptide Pair Count=3;2; Steady state Log2 ratio [7]=0.9423916345827257,old_locus_tag,Highly Pure,ribbon-helix-helix domain-containing protein,Other / unassigned,Novel/uncertain candidate,,,0.984375,64,64,False
GF_01487,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_4881,WP_013324810.1,ref|YP_003890047.1| methylthioadenosine phosphorylase [Cyanothece sp. PCC 7822],CT_D0=1.03064655253267; CT_D3=0.831269944; CT_L0=1.54788326760526; CT_L3=1.70979576241561,old_locus_tag,Model-Supported,S-methyl-5'-thioadenosine phosphorylase,Other / unassigned,Novel/uncertain candidate,72.0,0.511164274322169,0.6428571428571429,140,140,False
GF_01489,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F3799,WP_012410154.1,GlgA; Starch (bacterial glycogen) syntha,Log2 Ratio (Heterocyst/Filaments)=-0.34027698608977947; Variability [%]=4.89309060814568; Peptide Pair Count=4;3 | Log2 Ratio (Heterocyst/Filaments)=-0.34027698608977947; Variability [%]=4.89309060814568; Peptide Pair Count=4;3,old_locus_tag,Highly Pure,glycogen synthase GlgA,Carbon metabolism & NAD(P)H supply,Novel/uncertain candidate,,,0.9305555555555556,72,72,False
GF_01491,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_R0418,WP_012407223.1,"NifS; Selenocysteine lyase, T",Log2 Ratio (Heterocyst/Filaments)=3.518796575822714; Variability [%]=6.84150003473088; Peptide Pair Count=6;3,old_locus_tag,Highly Pure,cysteine desulfurase NifS,Nitrogenase / nif machinery,Novel/uncertain candidate,,,0.9855072463768116,69,69,True
GF_01492,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R6193,WP_012412419.1,devH; Crp; Bacterial regulatory protein; DevH,Log2 Ratio (Heterocyst/Filaments)=2.608379257095779; Variability [%]=16.4331577244049; Peptide Pair Count=15;13 | 24h Log2 Ratio (Het/Fil) (Present study)=2.608379257095779; Variability [%]=16.4331577244049; Peptide Pair Count=15;13; Steady state Log2 ratio [7]=1.4113879512767078,old_locus_tag,Highly Pure,Crp/Fnr family transcriptional regulator,Regulation,Novel/uncertain candidate,,,0.9285714285714286,84,84,False
GF_01502,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_3647,WP_011613044.1,Tery_3647 apcC phycobilisome core linker protein [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=7.615; max=12.17@1h; min=2.281@6h; dynamic_range=9.887,old_locus_tag,Model-Supported,phycobilisome linker polypeptide,Other / unassigned,Novel/uncertain candidate,306.0,0.2117224880382775,0.4273858921161825,241,241,False
GF_01502,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_2911,WP_007305034.1,"Phycobilisome 7.8 kDa linker polypeptide, allophycocyanin-associated, core",Two-way ANOVA p value nitrate=0.00344043479719959; Two-way ANOVA p value lightordark=0.391401887033357; Two-way ANOVA p value Interaction=0.169436331276337; D-_avgLFQ=30.2069420814514; D+_avgLFQ=31.0468716621399; L-_avgLFQ=30.5946393013; L+_avgLFQ=30.9524116516113; D-_D+(logFC)=-0.8399295806885014; L-_L+(logFC)=-0.3577723503113006,old_locus_tag,Model-Supported,phycobilisome linker polypeptide,Other / unassigned,Novel/uncertain candidate,306.0,0.2117224880382775,0.4273858921161825,241,241,False
